User Query,Intent,Locations,Dates,Recommendation
"User is looking for travel advisory in Jaipur, Mumbai.",travel_advisory,"Jaipur, Mumbai",2024-05-08,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Kolkata.",hotel_booking,"Bangalore, Kolkata",2024-04-28,No specific recommendation for this route.
"User is looking for car rental in Chennai, Chennai.",car_rental,"Chennai, Chennai",2024-12-21,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Chennai.",hotel_booking,"Bangalore, Chennai",2024-08-08,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Kolkata.",travel_advisory,"Jaipur, Kolkata",2024-06-26,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Hyderabad.",hotel_booking,"Delhi, Hyderabad",2024-08-27,No specific recommendation for this route.
"User is looking for car rental in Delhi, Hyderabad.",car_rental,"Delhi, Hyderabad",2024-03-08,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Pune.",travel_advisory,"Mumbai, Pune",2024-11-14,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Pune.",car_rental,"Jaipur, Pune",2024-07-23,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Pune.",travel_advisory,"Mumbai, Pune",2024-02-26,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Pune.",flight_booking,"Delhi, Pune",2024-03-03,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Jaipur.",hotel_booking,"Mumbai, Jaipur",2024-06-27,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Delhi.",hotel_booking,"Kolkata, Delhi",2024-11-16,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Jaipur.",car_rental,"Hyderabad, Jaipur",2024-04-07,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Kolkata.",flight_booking,"Kolkata, Kolkata",2024-01-28,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Delhi.",car_rental,"Jaipur, Delhi",2024-03-17,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Hyderabad.",hotel_booking,"Hyderabad, Hyderabad",2024-06-04,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Jaipur.",travel_advisory,"Jaipur, Jaipur",2024-02-02,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Jaipur.",flight_booking,"Bangalore, Jaipur",2024-03-08,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Hyderabad.",hotel_booking,"Jaipur, Hyderabad",2024-04-07,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Mumbai.",flight_booking,"Kolkata, Mumbai",2024-07-16,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Pune.",hotel_booking,"Bangalore, Pune",2024-02-16,No specific recommendation for this route.
"User is looking for car rental in Delhi, Kolkata.",car_rental,"Delhi, Kolkata",2024-06-01,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Bangalore.",car_rental,"Hyderabad, Bangalore",2024-10-03,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Pune.",travel_advisory,"Mumbai, Pune",2024-11-24,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Mumbai.",hotel_booking,"Mumbai, Mumbai",2024-03-13,No specific recommendation for this route.
"User is looking for car rental in Chennai, Mumbai.",car_rental,"Chennai, Mumbai",2024-08-11,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Mumbai.",car_rental,"Hyderabad, Mumbai",2024-08-08,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Jaipur.",flight_booking,"Kolkata, Jaipur",2024-12-27,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Hyderabad.",hotel_booking,"Hyderabad, Hyderabad",2024-07-17,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Chennai.",travel_advisory,"Bangalore, Chennai",2024-08-26,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Kolkata.",hotel_booking,"Jaipur, Kolkata",2024-09-14,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Hyderabad.",flight_booking,"Chennai, Hyderabad",2024-07-24,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Pune.",hotel_booking,"Chennai, Pune",2024-12-08,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Hyderabad.",flight_booking,"Jaipur, Hyderabad",2024-06-10,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Jaipur.",flight_booking,"Hyderabad, Jaipur",2024-05-23,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Chennai.",hotel_booking,"Mumbai, Chennai",2024-06-15,No specific recommendation for this route.
"User is looking for car rental in Pune, Jaipur.",car_rental,"Pune, Jaipur",2024-09-16,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Kolkata.",hotel_booking,"Jaipur, Kolkata",2024-03-21,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Jaipur.",car_rental,"Kolkata, Jaipur",2024-05-20,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Jaipur.",flight_booking,"Jaipur, Jaipur",2024-07-26,No specific recommendation for this route.
"User is looking for car rental in Delhi, Chennai.",car_rental,"Delhi, Chennai",2024-12-01,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Kolkata.",hotel_booking,"Kolkata, Kolkata",2024-11-18,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Hyderabad.",hotel_booking,"Hyderabad, Hyderabad",2024-04-19,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Bangalore.",travel_advisory,"Pune, Bangalore",2024-07-21,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Chennai.",car_rental,"Jaipur, Chennai",2024-05-22,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Mumbai.",travel_advisory,"Delhi, Mumbai",2024-05-18,Weather advisories suggest carrying umbrellas for monsoons in Delhi and Mumbai. Enjoy a cultural tour of Delhi or the Bollywood vibe of Mumbai.
"User is looking for hotel booking in Kolkata, Hyderabad.",hotel_booking,"Kolkata, Hyderabad",2024-08-19,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Kolkata.",car_rental,"Jaipur, Kolkata",2024-12-25,No specific recommendation for this route.
"User is looking for car rental in Pune, Hyderabad.",car_rental,"Pune, Hyderabad",2024-01-18,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Hyderabad.",travel_advisory,"Kolkata, Hyderabad",2024-01-11,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Jaipur.",hotel_booking,"Kolkata, Jaipur",2024-02-28,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Jaipur.",travel_advisory,"Chennai, Jaipur",2024-04-03,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Jaipur.",hotel_booking,"Bangalore, Jaipur",2024-07-28,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Mumbai.",car_rental,"Kolkata, Mumbai",2024-07-01,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Delhi.",car_rental,"Kolkata, Delhi",2024-04-05,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Hyderabad.",flight_booking,"Hyderabad, Hyderabad",2024-10-23,No specific recommendation for this route.
"User is looking for flight booking in Pune, Delhi.",flight_booking,"Pune, Delhi",2024-07-24,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Hyderabad.",car_rental,"Hyderabad, Hyderabad",2024-02-05,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Mumbai.",flight_booking,"Bangalore, Mumbai",2024-06-19,No specific recommendation for this route.
"User is looking for car rental in Mumbai, Jaipur.",car_rental,"Mumbai, Jaipur",2024-03-12,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Bangalore.",flight_booking,"Hyderabad, Bangalore",2024-09-07,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Kolkata.",car_rental,"Hyderabad, Kolkata",2024-02-28,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Chennai.",flight_booking,"Mumbai, Chennai",2024-08-13,No specific recommendation for this route.
"User is looking for car rental in Pune, Pune.",car_rental,"Pune, Pune",2024-08-12,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Pune.",car_rental,"Kolkata, Pune",2024-11-27,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Pune.",hotel_booking,"Chennai, Pune",2024-04-15,No specific recommendation for this route.
"User is looking for car rental in Delhi, Bangalore.",car_rental,"Delhi, Bangalore",2024-09-28,No specific recommendation for this route.
"User is looking for car rental in Pune, Mumbai.",car_rental,"Pune, Mumbai",2024-02-12,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Delhi.",travel_advisory,"Bangalore, Delhi",2024-12-20,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Mumbai.",travel_advisory,"Pune, Mumbai",2024-05-12,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Bangalore.",hotel_booking,"Delhi, Bangalore",2024-03-12,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Bangalore.",hotel_booking,"Delhi, Bangalore",2024-09-20,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Hyderabad.",hotel_booking,"Pune, Hyderabad",2024-03-18,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Pune.",flight_booking,"Bangalore, Pune",2024-06-01,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Delhi.",hotel_booking,"Mumbai, Delhi",2024-05-23,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Chennai.",travel_advisory,"Hyderabad, Chennai",2024-02-08,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Pune.",car_rental,"Kolkata, Pune",2024-11-08,No specific recommendation for this route.
"User is looking for car rental in Pune, Pune.",car_rental,"Pune, Pune",2024-01-25,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Hyderabad.",travel_advisory,"Jaipur, Hyderabad",2024-04-05,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Delhi.",hotel_booking,"Pune, Delhi",2024-06-01,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Kolkata.",flight_booking,"Kolkata, Kolkata",2024-08-14,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Bangalore.",car_rental,"Kolkata, Bangalore",2024-12-20,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Mumbai.",travel_advisory,"Mumbai, Mumbai",2024-07-28,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Kolkata.",flight_booking,"Kolkata, Kolkata",2024-05-12,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Hyderabad.",flight_booking,"Chennai, Hyderabad",2024-04-18,No specific recommendation for this route.
"User is looking for car rental in Delhi, Chennai.",car_rental,"Delhi, Chennai",2024-12-28,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Jaipur.",flight_booking,"Hyderabad, Jaipur",2024-11-06,No specific recommendation for this route.
"User is looking for car rental in Chennai, Pune.",car_rental,"Chennai, Pune",2024-11-27,No specific recommendation for this route.
